Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
120542-151909,WR,Dont'e,Dont'e Thornton Jr.,Thornton Jr.,4,2,4900,LV@WAS,LV,WAS,,,,,,WR/FLEX
120542-90533,RB,Jerome,Jerome Ford,Ford,4.449999809265137,2,4900,GB@CLE,CLE,GB,,,,,,RB/FLEX
120542-73176,TE,Luke,Luke Farrell,Farrell,4.699999809265137,2,4900,ARI@SF,SF,ARI,,,,,,TE/FLEX
120542-88548,WR,Jalen,Jalen Tolbert,Tolbert,1.5499999523162842,2,4900,DAL@CHI,DAL,CHI,,,,,,WR/FLEX
120542-92859,WR,Jalen,Jalen Nailor,Nailor,3.950000047683716,2,4900,CIN@MIN,MIN,CIN,,,,,,WR/FLEX
120542-144102,RB,Kyle,Kyle Monangai,Monangai,2.8499999046325684,2,4900,DAL@CHI,CHI,DAL,,,,,,RB/FLEX
120542-138998,TE,Michael,Michael Mayer,Mayer,3.8499999046325684,2,4900,LV@WAS,LV,WAS,,,,,,TE/FLEX
120542-55042,TE,Dalton,Dalton Schultz,Schultz,4.349999904632568,2,4900,HOU@JAC,HOU,JAC,,,,,,TE/FLEX
120542-27477,WR,Sterling,Sterling Shepard,Shepard,5.400000095367432,2,4900,NYJ@TB,TB,NYJ,,,,,,WR/FLEX
120542-28744,RB,Raheem,Raheem Mostert,Mostert,4.723077040452224,13,4800,LV@WAS,LV,WAS,,,,,,RB/FLEX
120542-103511,WR,Devaughn,Devaughn Vele,Vele,4.300000190734863,2,4800,NO@SEA,NO,SEA,,,,,,WR/FLEX
120542-71845,RB,Miles,Miles Sanders,Sanders,6.199999809265137,2,4800,DAL@CHI,DAL,CHI,,,,,,RB/FLEX
120542-185593,WR,Andrei,Andrei Iosivas,Iosivas,1.7000000476837158,1,4800,CIN@MIN,CIN,MIN,,,,,,WR/FLEX
120542-12550,D,Seattle,Seattle Seahawks,Seahawks,12,2,4800,NO@SEA,SEA,NO,,,,,,DEF
120542-91467,TE,Jake,Jake Tonges,Tonges,7.050000190734863,2,4800,ARI@SF,SF,ARI,,,,,,TE/FLEX
120542-27050,WR,Tyler,Tyler Lockett,Lockett,0.949999988079071,2,4800,IND@TEN,TEN,IND,,,,,,WR/FLEX
120542-137967,RB,Blake,Blake Corum,Corum,6.25,2,4800,LAR@PHI,LAR,PHI,,,,,,RB/FLEX
120542-40845,TE,Hunter,Hunter Henry,Henry,5,2,4800,PIT@NE,NE,PIT,,,,,,TE/FLEX
120542-41872,TE,Evan,Evan Engram,Engram,2.6500000953674316,2,4800,DEN@LAC,DEN,LAC,,,,,,TE/FLEX
120542-91047,TE,Cole,Cole Kmet,Kmet,3.75,2,4800,DAL@CHI,CHI,DAL,,,,,,TE/FLEX
120542-56248,WR,Noah,Noah Brown,Brown,2.549999952316284,2,4800,LV@WAS,WAS,LV,Q,Groin,,,,WR/FLEX
120542-60451,TE,Tyler,Tyler Conklin,Conklin,6.199999809265137,1,4700,DEN@LAC,LAC,DEN,,,,,,TE/FLEX
120542-86229,WR,Jahan,Jahan Dotson,Dotson,4.150000095367432,2,4700,LAR@PHI,PHI,LAR,,,,,,WR/FLEX
120542-88297,TE,Chig,Chig Okonkwo,Okonkwo,4.449999809265137,2,4700,IND@TEN,TEN,IND,,,,,,TE/FLEX
120542-12535,D,Indianapolis,Indianapolis Colts,Colts,7,2,4700,IND@TEN,IND,TEN,,,,,,DEF
120542-137516,WR,Parker,Parker Washington,Washington,5.050000190734863,2,4700,HOU@JAC,JAC,HOU,,,,,,WR/FLEX
120542-80289,WR,Kendrick,Kendrick Bourne,Bourne,4.699999809265137,1,4700,ARI@SF,SF,ARI,,,,,,WR/FLEX
120542-91578,RB,Zamir,Zamir White,White,1.5499999523162842,2,4700,LV@WAS,LV,WAS,,,,,,RB/FLEX
120542-114198,WR,Xavier,Xavier Legette,Legette,1.399999976158142,2,4700,ATL@CAR,CAR,ATL,,,,,,WR/FLEX
120542-72297,RB,Rico,Rico Dowdle,Dowdle,2.5,2,4700,ATL@CAR,CAR,ATL,,,,,,RB/FLEX
120542-47870,TE,Tyler,Tyler Higbee,Higbee,5.699999809265137,1,4700,LAR@PHI,LAR,PHI,,,,,,TE/FLEX
120542-53097,WR,Josh,Josh Reynolds,Reynolds,2.799999952316284,1,4700,NYJ@TB,NYJ,TB,Q,Hamstring,,,,WR/FLEX
120542-152520,RB,Will,Will Shipley,Shipley,2.5999999046325684,1,4700,LAR@PHI,PHI,LAR,Q,Oblique,,,,RB/FLEX
120542-129112,WR,Chimere,Chimere Dike,Dike,1.350000023841858,2,4600,IND@TEN,TEN,IND,,,,,,WR/FLEX
120542-68712,WR,Tyler,Tyler Johnson,Johnson,2.049999952316284,2,4600,NYJ@TB,NYJ,TB,,,,,,WR/FLEX
120542-12547,D,Pittsburgh,Pittsburgh Steelers,Steelers,4,2,4600,PIT@NE,PIT,NE,,,,,,DEF
120542-111876,WR,DeMario,DeMario Douglas,Douglas,4.25,2,4600,PIT@NE,NE,PIT,,,,,,WR/FLEX
120542-158983,TE,Ja'Tavion,Ja'Tavion Sanders,Sanders,6.300000190734863,2,4600,ATL@CAR,CAR,ATL,,,,,,TE/FLEX
120542-56708,TE,Will,Will Dissly,Dissly,1.75,2,4600,DEN@LAC,LAC,DEN,,,,,,TE/FLEX
120542-155293,RB,DJ,DJ Giddens,Giddens,2.049999952316284,2,4600,IND@TEN,IND,TEN,,,,,,RB/FLEX
120542-128693,RB,Tank,Tank Bigsby,Bigsby,1.2000000476837158,1,4600,LAR@PHI,PHI,LAR,,,,,,RB/FLEX
120542-134837,WR,Tory,Tory Horton,Horton,5.099999904632568,2,4600,NO@SEA,SEA,NO,,,,,,WR/FLEX
120542-137953,TE,AJ,AJ Barner,Barner,5.25,2,4600,NO@SEA,SEA,NO,,,,,,TE/FLEX
120542-103195,WR,Jordan,Jordan Whittington,Whittington,2.8499999046325684,2,4600,LAR@PHI,LAR,PHI,,,,,,WR/FLEX
120542-120657,RB,Kendre,Kendre Miller,Miller,1.9500000476837158,2,4600,NO@SEA,NO,SEA,,,,,,RB/FLEX
120542-87127,RB,Chris,Chris Rodriguez Jr.,Rodriguez Jr.,5.166666666666667,6,4500,LV@WAS,WAS,LV,,,,,,RB/FLEX
120542-168054,TE,Mason,Mason Taylor,Taylor,1.75,2,4500,NYJ@TB,NYJ,TB,,,,,,TE/FLEX
120542-28827,RB,Dare,Dare Ogunbowale,Ogunbowale,1.600000023841858,1,4500,HOU@JAC,HOU,JAC,,,,,,RB/FLEX
120542-166092,WR,Luther,Luther Burden III,Burden III,0.6000000238418579,2,4500,DAL@CHI,CHI,DAL,,,,,,WR/FLEX
120542-151789,WR,Adonai,Adonai Mitchell,Mitchell,3.049999952316284,2,4500,IND@TEN,IND,TEN,,,,,,WR/FLEX
120542-12545,D,Philadelphia,Philadelphia Eagles,Eagles,4,2,4500,LAR@PHI,PHI,LAR,,,,,,DEF
120542-86682,TE,Grant,Grant Calcaterra,Calcaterra,1.100000023841858,1,4500,LAR@PHI,PHI,LAR,,,,,,TE/FLEX
120542-166588,TE,Colston,Colston Loveland,Loveland,1.100000023841858,2,4500,DAL@CHI,CHI,DAL,,,,,,TE/FLEX
120542-128765,RB,Nathan,Nathan Carter,Carter,,0,4500,ATL@CAR,ATL,CAR,,,,,,RB/FLEX
120542-92976,WR,Tutu,Tutu Atwell,Atwell,0.44999998807907104,2,4500,LAR@PHI,LAR,PHI,,,,,,WR/FLEX
120542-29501,WR,Brandin,Brandin Cooks,Cooks,3.8499999046325684,2,4500,NO@SEA,NO,SEA,,,,,,WR/FLEX
120542-56265,TE,Mike,Mike Gesicki,Gesicki,2.5999999046325684,2,4500,CIN@MIN,CIN,MIN,,,,,,TE/FLEX
120542-119788,WR,Xavier,Xavier Hutchinson,Hutchinson,4.199999809265137,2,4500,HOU@JAC,HOU,JAC,,,,,,WR/FLEX
120542-103547,WR,Luke,Luke McCaffrey,McCaffrey,2.200000047683716,2,4400,LV@WAS,WAS,LV,,,,,,WR/FLEX
120542-40126,TE,Austin,Austin Hooper,Hooper,3.4000000953674316,2,4400,PIT@NE,NE,PIT,,,,,,TE/FLEX
120542-12552,D,Washington,Washington Commanders,Commanders,5.5,2,4400,LV@WAS,WAS,LV,,,,,,DEF
120542-102696,WR,John,John Metchie III,Metchie III,0.25,2,4400,LAR@PHI,PHI,LAR,,,,,,WR/FLEX
120542-91488,RB,Chris,Chris Brooks,Brooks,2.5,2,4400,GB@CLE,GB,CLE,,,,,,RB/FLEX
120542-71143,TE,Kylen,Kylen Granson,Granson,0.800000011920929,2,4400,LAR@PHI,PHI,LAR,,,,,,TE/FLEX
120542-138774,RB,Woody,Woody Marks,Marks,2.950000047683716,2,4400,HOU@JAC,HOU,JAC,,,,,,RB/FLEX
120542-25267,WR,Mack,Mack Hollins,Hollins,4.050000190734863,2,4400,PIT@NE,NE,PIT,,,,,,WR/FLEX
120542-71351,TE,Charlie,Charlie Woerner,Woerner,0,1,4400,ATL@CAR,ATL,CAR,,,,,,TE/FLEX
120542-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,0,1,4400,ARI@SF,SF,ARI,,,,,,WR/FLEX
120542-90933,RB,Antonio,Antonio Gibson,Gibson,4.800000190734863,2,4400,PIT@NE,NE,PIT,,,,,,RB/FLEX
120542-120642,WR,Savion,Savion Williams,Williams,1.5,2,4400,GB@CLE,GB,CLE,,,,,,WR/FLEX
120542-137059,RB,Sean,Sean Tucker,Tucker,0.10000000149011612,2,4400,NYJ@TB,TB,NYJ,,,,,,RB/FLEX
120542-151741,WR,Jack,Jack Bech,Bech,2.799999952316284,1,4300,LV@WAS,LV,WAS,,,,,,WR/FLEX
120542-170184,RB,Julius,Julius Chestnut,Chestnut,0.20000000298023224,1,4300,IND@TEN,TEN,IND,,,,,,RB/FLEX
120542-130270,TE,Adam,Adam Trautman,Trautman,4.75,2,4300,DEN@LAC,DEN,LAC,,,,,,TE/FLEX
120542-52451,RB,Samaje,Samaje Perine,Perine,0.800000011920929,2,4300,CIN@MIN,CIN,MIN,,,,,,RB/FLEX
120542-12531,D,Denver,Denver Broncos,Broncos,7,2,4300,DEN@LAC,DEN,LAC,,,,,,DEF
120542-91417,TE,Luke,Luke Schoonmaker,Schoonmaker,0,2,4300,DAL@CHI,DAL,CHI,,,,,,TE/FLEX
120542-85306,WR,KhaDarel,KhaDarel Hodge,Hodge,0,1,4300,ATL@CAR,ATL,CAR,,,,,,WR/FLEX
120542-87371,RB,Ty,Ty Chandler,Chandler,0,1,4300,CIN@MIN,MIN,CIN,IR,Knee,,,,RB/FLEX
120542-185861,RB,Emanuel,Emanuel Wilson,Wilson,0.20000000298023224,2,4300,GB@CLE,GB,CLE,,,,,,RB/FLEX
120542-129546,WR,Tre',Tre' Harris,Harris,3,2,4300,DEN@LAC,LAC,DEN,,,,,,WR/FLEX
120542-138786,WR,Malik,Malik Heath,Heath,4.199999809265137,1,4300,GB@CLE,GB,CLE,,,,,,WR/FLEX
120542-102986,TE,Elijah,Elijah Higgins,Higgins,3.1500000953674316,2,4300,ARI@SF,ARI,SF,,,,,,TE/FLEX
120542-113228,TE,Luke,Luke Musgrave,Musgrave,2.549999952316284,2,4300,GB@CLE,GB,CLE,,,,,,TE/FLEX
120542-128624,WR,Tez,Tez Johnson,Johnson,0,1,4300,NYJ@TB,TB,NYJ,,,,,,WR/FLEX
120542-94887,RB,Tyler,Tyler Badie,Badie,2.9000000953674316,2,4300,DEN@LAC,DEN,LAC,,,,,,RB/FLEX
120542-152258,TE,Elijah,Elijah Arroyo,Arroyo,2.6500000953674316,2,4300,NO@SEA,SEA,NO,,,,,,TE/FLEX
120542-87815,TE,Jeremy,Jeremy Ruckert,Ruckert,4.800000190734863,2,4300,NYJ@TB,NYJ,TB,,,,,,TE/FLEX
120542-103187,RB,Roschon,Roschon Johnson,Johnson,5.783333460489909,12,4300,DAL@CHI,CHI,DAL,,,,,,RB/FLEX
120542-166749,RB,LeQuint,LeQuint Allen Jr.,Allen Jr.,1.4500000476837158,2,4300,HOU@JAC,JAC,HOU,,,,,,RB/FLEX
120542-128912,WR,Mitchell,Mitchell Tinsley,Tinsley,7.800000190734863,1,4300,CIN@MIN,CIN,MIN,,,,,,WR/FLEX
120542-70601,TE,Harrison,Harrison Bryant,Bryant,0,1,4300,HOU@JAC,HOU,JAC,,,,,,TE/FLEX
120542-128986,WR,Jaylin,Jaylin Lane,Lane,1.149999976158142,2,4300,LV@WAS,WAS,LV,,,,,,WR/FLEX
120542-91101,TE,Tommy,Tommy Tremble,Tremble,2.0999999046325684,2,4300,ATL@CAR,CAR,ATL,,,,,,TE/FLEX
120542-64581,WR,Van,Van Jefferson,Jefferson,2,1,4200,IND@TEN,TEN,IND,,,,,,WR/FLEX
120542-83083,WR,Justin,Justin Watson,Watson,2.25,2,4200,HOU@JAC,HOU,JAC,,,,,,WR/FLEX
120542-112780,WR,Jamari,Jamari Thrash,Thrash,1.0499999523162842,2,4200,GB@CLE,CLE,GB,,,,,,WR/FLEX
120542-174245,WR,Isaiah,Isaiah Bond,Bond,1.5,2,4200,GB@CLE,CLE,GB,,,,,,WR/FLEX
120542-105648,RB,Tyler,Tyler Goodson,Goodson,3.241666793823242,12,4200,IND@TEN,IND,TEN,Q,Elbow,,,,RB/FLEX
120542-93391,TE,Payne,Payne Durham,Durham,0,1,4200,NYJ@TB,TB,NYJ,,,,,,TE/FLEX
120542-12540,D,Minnesota,Minnesota Vikings,Vikings,5,2,4200,CIN@MIN,MIN,CIN,,,,,,DEF
120542-133478,WR,Arian,Arian Smith,Smith,0.15000000596046448,2,4200,NYJ@TB,NYJ,TB,,,,,,WR/FLEX
120542-94621,WR,Derius,Derius Davis,Davis,0.15000000596046448,2,4200,DEN@LAC,LAC,DEN,,,,,,WR/FLEX
120542-63907,TE,Josh,Josh Oliver,Oliver,1,1,4200,CIN@MIN,MIN,CIN,,,,,,TE/FLEX
120542-102831,TE,Davis,Davis Allen,Allen,7.550000190734863,2,4200,LAR@PHI,LAR,PHI,,,,,,TE/FLEX
120542-112062,WR,Skyy,Skyy Moore,Moore,0,2,4200,ARI@SF,SF,ARI,,,,,,WR/FLEX
120542-71105,WR,Ben,Ben Skowronek,Skowronek,8.699999809265137,1,4200,PIT@NE,PIT,NE,,,,,,WR/FLEX
120542-152007,WR,Jaylin,Jaylin Noel,Noel,0.6000000238418579,2,4200,HOU@JAC,HOU,JAC,,,,,,WR/FLEX
120542-89627,WR,Brycen,Brycen Tremayne,Tremayne,6.300000190734863,1,4200,ATL@CAR,CAR,ATL,,,,,,WR/FLEX
120542-89644,RB,Isaac,Isaac Guerendo,Guerendo,0,2,4200,ARI@SF,SF,ARI,,,,,,RB/FLEX
120542-152148,TE,Gunnar,Gunnar Helm,Helm,2,2,4200,IND@TEN,TEN,IND,,,,,,TE/FLEX
120542-57091,WR,Tim,Tim Patrick,Patrick,0,1,4200,HOU@JAC,JAC,HOU,,,,,,WR/FLEX
120542-85842,TE,Brevyn,Brevyn Spann-Ford,Spann-Ford,0.4000000059604645,2,4200,DAL@CHI,DAL,CHI,,,,,,TE/FLEX
120542-93075,TE,Hunter,Hunter Long,Long,7.099999904632568,1,4200,HOU@JAC,JAC,HOU,,,,,,TE/FLEX
120542-93107,RB,A.J.,A.J. Dillon,Dillon,1.4500000476837158,2,4200,LAR@PHI,PHI,LAR,,,,,,RB/FLEX
120542-69558,WR,Greg,Greg Dortch,Dortch,0.949999988079071,2,4200,ARI@SF,ARI,SF,,,,,,WR/FLEX
120542-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,1.899999976158142,2,4200,IND@TEN,IND,TEN,,,,,,TE/FLEX
120542-168916,RB,Kaleb,Kaleb Johnson,Johnson,-1.0499999523162842,2,4200,PIT@NE,PIT,NE,,,,,,RB/FLEX
120542-152537,WR,Tai,Tai Felton,Felton,,0,4200,CIN@MIN,MIN,CIN,,,,,,WR/FLEX
120542-137265,TE,Ben,Ben Sinnott,Sinnott,1.2000000476837158,1,4100,LV@WAS,WAS,LV,,,,,,TE/FLEX
120542-86075,TE,Lucas,Lucas Krull,Krull,1.100000023841858,1,4100,DEN@LAC,DEN,LAC,,,,,,TE/FLEX
120542-133180,TE,Ben,Ben Yurosek,Yurosek,,0,4100,CIN@MIN,MIN,CIN,,,,,,TE/FLEX
120542-79987,WR,David,David Moore,Moore,0,1,4100,ATL@CAR,CAR,ATL,,,,,,WR/FLEX
120542-61555,WR,David,David Sills V,Sills V,,0,4100,ATL@CAR,ATL,CAR,,,,,,WR/FLEX
120542-95370,TE,Ryan,Ryan Miller,Miller,4.25,2,4100,NYJ@TB,TB,NYJ,,,,,,TE/FLEX
120542-91361,RB,Hassan,Hassan Haskins,Haskins,0,2,4100,DEN@LAC,LAC,DEN,,,,,,RB/FLEX
120542-12549,D,San Francisco,San Francisco 49ers,49ers,7,2,4100,ARI@SF,SF,ARI,,,,,,DEF
120542-136538,WR,Kyle,Kyle Williams,Williams,1.7000000476837158,1,4100,PIT@NE,NE,PIT,,,,,,WR/FLEX
120542-41305,WR,Zay,Zay Jones,Jones,0.8999999761581421,1,4100,ARI@SF,ARI,SF,,,,,,WR/FLEX
120542-154971,RB,Devin,Devin Neal,Neal,0.8999999761581421,1,4100,NO@SEA,NO,SEA,,,,,,RB/FLEX
120542-133477,TE,Darnell,Darnell Washington,Washington,2,1,4100,PIT@NE,PIT,NE,,,,,,TE/FLEX
120542-94579,RB,Emari,Emari Demercado,Demercado,0,1,4100,ARI@SF,ARI,SF,,,,,,RB/FLEX
120542-71032,WR,Devin,Devin Duvernay,Duvernay,0,2,4100,DAL@CHI,CHI,DAL,,,,,,WR/FLEX
120542-56711,TE,Drew,Drew Sample,Sample,0.6000000238418579,2,4100,CIN@MIN,CIN,MIN,,,,,,TE/FLEX
120542-160213,RB,Isaiah,Isaiah Davis,Davis,1.4500000476837158,2,4100,NYJ@TB,NYJ,TB,,,,,,RB/FLEX
120542-91618,TE,John,John FitzPatrick,FitzPatrick,0.699999988079071,1,4100,GB@CLE,GB,CLE,,,,,,TE/FLEX
120542-56809,WR,Allen,Allen Lazard,Lazard,9.208333333333334,12,4100,NYJ@TB,NYJ,TB,,,,,,WR/FLEX
120542-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,2.5999999046325684,2,4100,ARI@SF,SF,ARI,Q,Concussion,,,,RB/FLEX
120542-226859,WR,Darius,Darius Cooper,Cooper,,0,4100,LAR@PHI,PHI,LAR,,,,,,WR/FLEX
120542-114231,RB,George,George Holani,Holani,0,1,4100,NO@SEA,SEA,NO,,,,,,RB/FLEX
120542-172646,RB,Trevor,Trevor Etienne,Etienne,0.550000011920929,2,4100,ATL@CAR,CAR,ATL,,,,,,RB/FLEX
120542-71352,WR,Mecole,Mecole Hardman,Hardman,2.0923077509953427,13,4100,GB@CLE,GB,CLE,,,,,,WR/FLEX
120542-56059,WR,Trent,Trent Sherfield Sr.,Sherfield Sr.,0.800000011920929,2,4100,DEN@LAC,DEN,LAC,,,,,,WR/FLEX
120542-157438,WR,Jimmy,Jimmy Horn Jr.,Horn Jr.,,0,4100,ATL@CAR,CAR,ATL,,,,,,WR/FLEX
120542-128805,WR,KeAndre,KeAndre Lambert-Smith,Lambert-Smith,0,1,4100,DEN@LAC,LAC,DEN,,,,,,WR/FLEX
120542-138037,WR,Roman,Roman Wilson,Wilson,1.2000000476837158,1,4100,PIT@NE,PIT,NE,,,,,,WR/FLEX
120542-155551,WR,Pat,Pat Bryant,Bryant,2.799999952316284,1,4100,DEN@LAC,DEN,LAC,,,,,,WR/FLEX
120542-137139,WR,Myles,Myles Price,Price,-1,2,4100,CIN@MIN,MIN,CIN,,,,,,WR/FLEX
120542-93150,WR,Jake,Jake Bobo,Bobo,2.109090978449041,11,4100,NO@SEA,SEA,NO,,,,,,WR/FLEX
120542-72705,TE,John,John Bates,Bates,1.1538461538461537,13,4000,LV@WAS,WAS,LV,Q,Groin,,,,TE/FLEX
120542-70661,WR,Velus,Velus Jones Jr.,Jones Jr.,0,1,4000,NO@SEA,NO,SEA,,,,,,WR/FLEX
120542-92166,WR,Marcus,Marcus Jones,Jones,0,2,4000,PIT@NE,NE,PIT,,,,,,WR/FLEX
120542-90123,TE,Quintin,Quintin Morris,Morris,2.4200000762939453,5,4000,HOU@JAC,JAC,HOU,,,,,,TE/FLEX
120542-226319,WR,Junior,Junior Bergen,Bergen,,0,4000,ARI@SF,SF,ARI,,,,,,WR/FLEX
120542-72725,TE,Irv,Irv Smith Jr.,Smith Jr.,0.699999988079071,1,4000,HOU@JAC,HOU,JAC,IR,Ankle,,,,TE/FLEX
120542-111637,TE,Cade,Cade Stover,Stover,4.199999809265137,1,4000,HOU@JAC,HOU,JAC,IR,Foot,,,,TE/FLEX
120542-110617,WR,Isaiah,Isaiah Neyor,Neyor,,0,4000,GB@CLE,GB,CLE,,,,,,WR/FLEX
120542-110616,TE,Treyton,Treyton Welch,Welch,,0,4000,NO@SEA,NO,SEA,,,,,,TE/FLEX
120542-86047,RB,Malik,Malik Davis,Davis,,0,4000,DAL@CHI,DAL,CHI,,,,,,RB/FLEX
120542-137254,RB,Deuce,Deuce Vaughn,Vaughn,1.7166666984558105,6,4000,DEN@LAC,DEN,LAC,,,,,,RB/FLEX
120542-138277,WR,Jalen,Jalen Brooks,Brooks,2.284615443303035,13,4000,DAL@CHI,DAL,CHI,,,,,,WR/FLEX
120542-154661,WR,Michael,Michael Bandy,Bandy,,0,4000,DEN@LAC,DEN,LAC,,,,,,WR/FLEX
120542-88109,RB,Gary,Gary Brightwell,Brightwell,0,1,4000,CIN@MIN,CIN,MIN,,,,,,RB/FLEX
120542-129081,RB,Ahmani,Ahmani Marshall,Marshall,,0,4000,GB@CLE,CLE,GB,,,,,,RB/FLEX
120542-42046,TE,Durham,Durham Smythe,Smythe,0.7538461685180664,13,4000,DAL@CHI,CHI,DAL,,,,,,TE/FLEX
120542-87109,WR,Bryce,Bryce Oliver,Oliver,1.2999999523162842,1,4000,IND@TEN,TEN,IND,Q,Knee,,,,WR/FLEX
120542-174148,RB,Carlos,Carlos Washington Jr.,Washington Jr.,,0,4000,ATL@CAR,ATL,CAR,,,,,,RB/FLEX
120542-165962,TE,Nikola,Nikola Kalinic,Kalinic,,0,4000,DAL@CHI,CHI,DAL,,,,,,TE/FLEX
120542-112715,WR,Joshua,Joshua Cephus,Cephus,,0,4000,HOU@JAC,JAC,HOU,IR,Undisclosed,,,,WR/FLEX
120542-87117,TE,Brenden,Brenden Bates,Bates,0,1,4000,GB@CLE,CLE,GB,,,,,,TE/FLEX
120542-103506,TE,Nick,Nick Kallerup,Kallerup,,0,4000,NO@SEA,SEA,NO,,,,,,TE/FLEX
120542-65627,WR,Maurice,Maurice Alexander,Alexander,0,1,4000,DAL@CHI,CHI,DAL,,,,,,WR/FLEX
120542-89185,TE,Ben,Ben Sims,Sims,1.2399999618530273,5,4000,GB@CLE,GB,CLE,,,,,,TE/FLEX
120542-114787,RB,Terrell,Terrell Jennings,Jennings,1.649999976158142,2,4000,PIT@NE,NE,PIT,,,,,,RB/FLEX
120542-169067,TE,Bryce,Bryce Pierre,Pierre,,0,4000,ATL@CAR,CAR,ATL,,,,,,TE/FLEX
120542-79979,WR,Jamal,Jamal Agnew,Agnew,0,1,4000,ATL@CAR,ATL,CAR,Q,Groin,,,,WR/FLEX
120542-68714,TE,Ko,Ko Kieft,Kieft,0,1,4000,NYJ@TB,TB,NYJ,,,,,,TE/FLEX
120542-86125,WR,Brandon,Brandon Smith,Smith,,0,4000,NYJ@TB,NYJ,TB,,,,,,WR/FLEX
120542-79980,TE,Eric,Eric Saubert,Saubert,2.6500000953674316,8,4000,NO@SEA,SEA,NO,,,,,,TE/FLEX
120542-64634,WR,Alex,Alex Bachman,Bachman,0,2,4000,LV@WAS,LV,WAS,,,,,,WR/FLEX
120542-68730,TE,Sean,Sean McKeon,McKeon,,0,4000,IND@TEN,IND,TEN,,,,,,TE/FLEX
120542-80001,RB,Austin,Austin Ekeler,Ekeler,5.300000190734863,2,4000,LV@WAS,WAS,LV,IR,Achilles,,,,RB/FLEX
120542-87179,TE,Thomas,Thomas Yassmin,Yassmin,,0,4000,DEN@LAC,LAC,DEN,,,,,,TE/FLEX
120542-143509,TE,Caleb,Caleb Lohner,Lohner,,0,4000,DEN@LAC,DEN,LAC,,,,,,TE/FLEX
120542-54426,TE,Andrew,Andrew Beck,Beck,0,2,4000,NYJ@TB,NYJ,TB,,,,,,TE/FLEX
120542-63646,TE,Lawrence,Lawrence Cager,Cager,,0,4000,LV@WAS,WAS,LV,,,,,,TE/FLEX
120542-135325,TE,Rivaldo,Rivaldo Fairweather,Fairweather,,0,4000,DAL@CHI,DAL,CHI,,,,,,TE/FLEX
120542-62628,WR,DeAndre,DeAndre Carter,Carter,0,2,4000,GB@CLE,CLE,GB,Q,Concussion,,,,WR/FLEX
120542-83117,TE,Tanner,Tanner Hudson,Hudson,3.2222222222222223,9,4000,CIN@MIN,CIN,MIN,,,,,,TE/FLEX
120542-151726,TE,Robbie,Robbie Ouzts,Ouzts,,0,4000,NO@SEA,SEA,NO,,,,,,TE/FLEX
120542-201903,WR,Coleman,Coleman Owen,Owen,,0,4000,IND@TEN,IND,TEN,,,,,,WR/FLEX
120542-52409,RB,Jakob,Jakob Johnson,Johnson,,0,4000,HOU@JAC,HOU,JAC,,,,,,RB/FLEX
120542-86203,WR,Justin,Justin Shorter,Shorter,0,1,4000,LV@WAS,LV,WAS,,,,,,WR/FLEX
120542-151737,TE,E.J.,E.J. Jenkins,Jenkins,2.3999999364217124,3,4000,LAR@PHI,PHI,LAR,,,,,,TE/FLEX
120542-131266,RB,Lan,Lan Larison,Larison,,0,4000,PIT@NE,NE,PIT,IR,Foot,,,,RB/FLEX
120542-70859,TE,Albert,Albert Okwuegbunam Jr.,Okwuegbunam Jr.,,0,4000,LV@WAS,LV,WAS,,,,,,TE/FLEX
120542-166095,RB,Cody,Cody Schrader,Schrader,0.4666666587193807,3,4000,HOU@JAC,JAC,HOU,,,,,,RB/FLEX
120542-104661,TE,Patrick,Patrick Herbert,Herbert,,0,4000,HOU@JAC,JAC,HOU,,,,,,TE/FLEX
120542-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,,0,4000,LV@WAS,LV,WAS,,,,,,WR/FLEX
120542-166106,RB,Damien,Damien Martinez,Martinez,,0,4000,NO@SEA,SEA,NO,,,,,,RB/FLEX
120542-129240,WR,Tyler,Tyler Scott,Scott,0.2,5,4000,IND@TEN,IND,TEN,,,,,,WR/FLEX
120542-95455,WR,D.J.,D.J. Montgomery,Montgomery,,0,4000,IND@TEN,IND,TEN,IR,Undisclosed,,,,WR/FLEX
120542-226525,WR,Chandler,Chandler Brayboy,Brayboy,,0,4000,HOU@JAC,JAC,HOU,,,,,,WR/FLEX
120542-93408,WR,Rondale,Rondale Moore,Moore,,0,4000,CIN@MIN,MIN,CIN,IR,Knee,,,,WR/FLEX
120542-120035,TE,Mark,Mark Redman,Redman,,0,4000,LAR@PHI,LAR,PHI,,,,,,TE/FLEX
120542-170208,WR,Kaden,Kaden Davis,Davis,0,1,4000,GB@CLE,CLE,GB,,,,,,WR/FLEX
120542-88290,WR,Jeshaun,Jeshaun Jones,Jones,,0,4000,CIN@MIN,MIN,CIN,,,,,,WR/FLEX
120542-169185,WR,Jamaal,Jamaal Pritchett,Pritchett,,0,4000,NYJ@TB,NYJ,TB,,,,,,WR/FLEX
120542-170214,WR,Dennis,Dennis Houston,Houston,,0,4000,NYJ@TB,TB,NYJ,,,,,,WR/FLEX
